,freq,bf_MUT1,bf_S1,bf_S2,bf_S3
0,249.14509,-0.0039882499999999155,-0.014228640000000015,0.04464193000000005,0.01302568000000015
1,254.030288,-0.004527270000000083,-0.014765200000000034,0.044263319999999995,0.01133149000000011
2,258.915486,-0.004857869999999931,-0.014541260000000111,0.04549098000000007,0.01306090999999987
3,263.800684,-0.00485654000000002,-0.012662549999999939,0.04776519000000001,0.012247719999999962
4,268.685882,-0.005217990000000006,-0.011811189999999971,0.047069540000000076,0.012958330000000018
5,273.57108,-0.0048861499999999225,-0.014355829999999958,0.044548730000000036,0.012203669999999889
6,278.456277,-0.004605109999999968,-0.016133809999999915,0.039654609999999924,0.010061160000000013
7,283.341475,-0.005058039999999986,-0.013976600000000117,0.04280607000000014,0.013890079999999916
8,288.226673,-0.0041192800000000585,-0.014089910000000039,0.039957679999999884,0.011496720000000016
9,293.111871,-0.0042542299999999145,-0.014181250000000034,0.040823500000000124,0.012141820000000081
10,297.997069,-0.004018489999999986,-0.0157813200000001,0.03805970999999997,0.011634140000000182
11,302.882267,-0.0030032399999999626,-0.01478631000000008,0.038327739999999944,0.011035719999999971
12,307.767465,-0.003304100000000032,-0.014378859999999882,0.03991235000000004,0.013358970000000081
13,312.652662,-0.0025868599999998576,-0.014971969999999946,0.04091811000000001,0.012109829999999988
14,317.53786,-0.00704450000000012,-0.015921080000000032,0.039426689999999986,0.011620889999999884
15,322.423058,-0.005251840000000119,-0.016925120000000016,0.04052100999999997,0.011666830000000017
16,327.308256,-0.005495640000000135,-0.016017519999999896,0.04099660999999988,0.011345959999999877
17,332.193454,-0.004528019999999966,-0.017644890000000135,0.041586300000000076,0.012513159999999912
18,337.078652,-0.004479479999999869,-0.016349539999999996,0.044113549999999835,0.012601379999999995
19,341.96385,-0.005206000000000044,-0.019718420000000014,0.039800439999999826,0.011103650000000131
20,346.849047,-0.0041574300000000175,-0.019421200000000027,0.04223244000000004,0.012141040000000158
21,351.734245,-0.005100599999999789,-0.021525460000000107,0.040861059999999894,0.010992160000000029
22,356.619443,-0.003918629999999812,-0.02118913,0.04217326999999993,0.013470869999999913
23,361.504641,-0.0051719199999999965,-0.0227819199999999,0.03960277000000012,0.010654720000000006
24,366.389839,-0.004428050000000017,-0.021357159999999986,0.04061029999999999,0.01262446000000006
25,371.275037,-0.005538379999999954,-0.019751960000000013,0.03857904999999984,0.012216039999999984
26,376.160234,-0.003681539999999872,-0.017375169999999995,0.04058359999999994,0.01170336999999999
27,381.045432,-0.004517659999999868,-0.0149192199999999,0.0387593100000001,0.012238529999999859
28,385.93063,-0.0033220500000001874,-0.010569580000000078,0.0422342899999999,0.011683649999999934
29,390.815828,-0.0030626400000000054,-0.008921729999999961,0.042705689999999796,0.012923629999999964
30,395.701026,-0.0028482100000000177,-0.009804639999999809,0.042181440000000014,0.011361849999999896
31,400.586224,-0.003692019999999907,-0.010807390000000083,0.04191064,0.011032340000000085
32,405.471422,-0.0037218100000000476,-0.010121499999999894,0.043064239999999865,0.012828180000000078
33,410.356619,-0.004179689999999958,-0.010215480000000055,0.04449612999999997,0.011891630000000042
34,415.241817,-0.004269899999999938,-0.012622899999999992,0.04157309999999992,0.011802560000000017
35,420.127015,-0.0045073700000000105,-0.014110990000000045,0.04132859,0.011787339999999924
36,425.012213,-0.004969830000000064,-0.01576960000000005,0.03858323999999991,0.010545750000000131
37,429.897411,-0.003990029999999978,-0.015181609999999957,0.039748509999999904,0.012446640000000064
38,434.782609,-0.0043199599999999005,-0.016243979999999825,0.03746562000000009,0.010002680000000153
39,439.667807,-0.0031943600000001737,-0.014083040000000047,0.040012530000000046,0.01159685999999982
40,444.553004,-0.0038498000000000143,-0.014447150000000075,0.03910001999999979,0.01000561000000011
41,449.438202,-0.003033370000000035,-0.012579630000000064,0.04084957999999994,0.010859460000000043
42,454.3234,-0.003133859999999933,-0.012360130000000025,0.039622009999999985,0.010193249999999932
43,459.208598,-0.0030179800000000867,-0.011277640000000089,0.03869493000000013,0.009106510000000068
44,464.093796,-0.0034963400000000977,-0.011497949999999868,0.03639413999999985,0.00977222000000011
45,468.978994,-0.0028452500000000214,-0.010652609999999951,0.03456795999999995,0.00796679999999994
46,473.864191,-0.00259052999999998,-0.00968060000000004,0.03428173999999995,0.008932099999999998
47,478.749389,-0.002279670000000067,-0.008883459999999843,0.03344858000000017,0.0021436999999999706
48,483.634587,-0.002230739999999898,-0.010314170000000011,0.033266059999999875,0.0031361100000000253
49,488.519785,-0.002131209999999939,-0.00994325000000007,0.03466956999999993,0.004724020000000051
50,493.404983,-0.002771459999999948,-0.009229890000000074,0.036100270000000156,0.008635850000000111
51,498.290181,-0.0019522800000000284,-0.009619939999999882,0.03795704999999994,0.018019589999999974
52,503.175379,-0.0011688299999998986,-0.009690009999999916,0.03967175000000012,0.027190129999999924
53,508.060576,-0.002567250000000021,-0.01128407000000009,0.04029740000000004,0.022729270000000135
54,512.945774,-0.0033229099999998457,-0.010422810000000116,0.042978320000000014,0.01948941999999998
55,517.830972,-0.0016475099999999632,-0.011054879999999878,0.042095410000000166,0.017705819999999983
56,522.71617,-0.0010398900000001543,-0.010406469999999945,0.04038439000000005,0.016447059999999958
57,527.601368,-0.0013612800000000203,-0.010240750000000132,0.038119419999999904,0.01660132999999986
58,532.486566,-0.0019669799999999515,-0.009498900000000088,0.03709161999999999,0.015691730000000126
59,537.371764,-0.0016097100000000975,-0.009119490000000008,0.0355506000000001,0.015231419999999884
60,542.256961,-0.0019311000000001854,-0.007648929999999998,0.03539480999999989,0.015395979999999865
61,547.142159,-0.0016439999999999788,-0.009042390000000067,0.03482191999999995,0.014142199999999994
62,552.027357,-0.0013839700000000121,-0.008486889999999914,0.03551329000000014,0.014835020000000032
63,556.912555,-0.002223170000000163,-0.00952708999999996,0.03463278000000014,0.014002509999999857
64,561.797753,-3.6449999999854654e-05,-0.0084865999999999,0.03601542999999996,0.015030169999999954
65,566.682951,-2.8970000000017038e-05,-0.008202570000000131,0.03489483000000004,0.014526579999999845
66,571.568149,0.0006194099999998759,-0.008562660000000166,0.033353549999999954,0.013622799999999824
67,576.453346,-6.93099999999891e-05,-0.007829329999999857,0.032039750000000033,0.014781390000000005
68,581.338544,0.0018463100000001287,-0.007173770000000079,0.030828230000000012,0.014132300000000209
69,586.223742,0.0007335000000001646,-0.006551219999999969,0.030087420000000087,0.015056459999999827
70,591.10894,-5.681999999995746e-05,-0.006548380000000131,0.029718149999999888,0.015010680000000054
71,595.994138,-0.00024316000000013105,-0.00531685000000004,0.030472329999999825,0.015439100000000039
72,600.879336,-0.00036218999999992896,-0.005613560000000017,0.029315149999999957,0.014276089999999853
73,605.764533,0.0011049100000000145,-0.004556110000000002,0.029472819999999844,0.014246140000000018
74,610.649731,0.0014806899999999512,-0.006020020000000015,0.02916070999999998,0.01020679999999996
75,615.534929,0.0024284500000000264,-0.003499640000000026,0.029750729999999947,0.007659230000000017
76,620.420127,0.0026051700000000455,-0.0045486300000001645,0.02838333999999998,0.012048770000000042
77,625.305325,0.002790749999999953,-0.0026012199999998487,0.02974922999999996,0.01589700000000005
78,630.190523,0.001998790000000028,-0.0031298399999999393,0.030617380000000027,0.018125189999999902
79,635.075721,0.002258279999999946,-0.00334137000000001,0.031456660000000136,0.018707059999999887
80,639.960918,0.0015864299999999165,-0.0037569199999998304,0.03172121999999988,0.01713088000000007
81,644.846116,0.0018089000000001132,-0.004397580000000012,0.03368101000000001,0.015266050000000142
82,649.731314,0.0002499899999999222,-0.005058049999999925,0.033520919999999954,0.011426539999999985
83,654.616512,0.0006866800000000506,-0.005918480000000059,0.03414030000000001,0.01093484999999994
84,659.50171,0.0014270600000001465,-0.005476009999999976,0.03415510999999993,0.010725300000000049
85,664.386908,0.002063800000000171,-0.006425160000000041,0.0343538000000001,0.010654339999999873
86,669.272106,0.002530319999999975,-0.005583909999999914,0.033259539999999976,0.010655840000000083
87,674.157303,0.0031966599999999623,-0.007989360000000056,0.03092030000000001,0.01096048000000005
