#Parameters = {w=1; b=0.5; fmax=150; fmin=75; d=20; a=0.6; phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) (35) [Mag]"	"SZmax(1),Zmax(1) (35) [Pha in deg.]"	"Ref.Imp. [Mag]"	"Ref.Imp. [Pha in deg.]"
#-------------------------------------------------------------------------------------------------------------------------------
75.000000000000	0.056999440473975	0.86828780225793	376.73031346177	0.0000000000000
75.075000000000	0.049940518170462	0.024127180316006	376.73031346177	0.0000000000000
75.150000000000	0.042752651384082	-0.29332460686485	376.73031346177	0.0000000000000
75.225000000000	0.035484916313653	0.26743766503348	376.73031346177	0.0000000000000
75.300000000000	0.028222995865614	2.4162206956536	376.73031346177	0.0000000000000
75.375000000000	0.021149221118396	7.7782513369607	376.73031346177	0.0000000000000
75.450000000000	0.014759172671725	20.565554136420	376.73031346177	0.0000000000000
75.525000000000	0.010649662147534	49.939235511875	376.73031346177	0.0000000000000
75.600000000000	0.011748705516480	89.389755591248	376.73031346177	0.0000000000000
75.675000000000	0.017156760596404	111.56444784607	376.73031346177	0.0000000000000
75.750000000000	0.024159489895259	120.82281090453	376.73031346177	0.0000000000000
75.825000000000	0.031716222724166	124.65980553794	376.73031346177	0.0000000000000
75.900000000000	0.039491671506016	126.02671681843	376.73031346177	0.0000000000000
75.975000000000	0.047348461653080	126.10679762614	376.73031346177	0.0000000000000
76.050000000000	0.055214662178342	125.44218252323	376.73031346177	0.0000000000000
76.125000000000	0.063044539183075	124.31183286727	376.73031346177	0.0000000000000
76.200000000000	0.070804685146014	122.87293444284	376.73031346177	0.0000000000000
76.275000000000	0.078468371471793	121.22056810729	376.73031346177	0.0000000000000
76.350000000000	0.086012983810285	119.41557792993	376.73031346177	0.0000000000000
76.425000000000	0.093418750515806	117.49870562870	376.73031346177	0.0000000000000
76.500000000000	0.10066806175634	115.49825944207	376.73031346177	0.0000000000000
76.575000000000	0.10774507606868	113.43451408023	376.73031346177	0.0000000000000
76.650000000000	0.11463547337742	111.32235669209	376.73031346177	0.0000000000000
76.725000000000	0.12132628508907	109.17294330650	376.73031346177	0.0000000000000
76.800000000000	0.12780576569755	106.99477260703	376.73031346177	0.0000000000000
76.875000000000	0.13406328723109	104.79440368908	376.73031346177	0.0000000000000
76.950000000000	0.14008924668717	102.57694914110	376.73031346177	0.0000000000000
77.025000000000	0.14587498135050	100.34642222944	376.73031346177	0.0000000000000
77.100000000000	0.15141268949283	98.105986892980	376.73031346177	0.0000000000000
77.175000000000	0.15669535538308	95.858141481033	376.73031346177	0.0000000000000
77.250000000000	0.16171667830208	93.604856359046	376.73031346177	0.0000000000000
77.325000000000	0.16647100564176	91.347678761684	376.73031346177	0.0000000000000
77.400000000000	0.17095327033278	89.087813966509	376.73031346177	0.0000000000000
77.475000000000	0.17515893288265	86.826189054261	376.73031346177	0.0000000000000
77.550000000000	0.17908392827518	84.563503657155	376.73031346177	0.0000000000000
77.625000000000	0.18272461791467	82.300270836547	376.73031346177	0.0000000000000
77.700000000000	0.18607774671887	80.036850366586	376.73031346177	0.0000000000000
77.775000000000	0.18914040538158	77.773476098040	376.73031346177	0.0000000000000
77.850000000000	0.19190999775050	75.510278650937	376.73031346177	0.0000000000000
77.925000000000	0.19438421319960	73.247304380822	376.73031346177	0.0000000000000
78.000000000000	0.19656100382043	70.984531342871	376.73031346177	0.0000000000000
78.075000000000	0.19843856621345	68.721882817012	376.73031346177	0.0000000000000
