,freq,birefringence
0,75000000000.0,0.08363715206280009
1,75025000000.0,0.08348518510528713
2,75050000000.0,0.08334037122102833
3,75075000000.0,0.08320267025147965
4,75100000000.0,0.08307203525522766
5,75125000000.0,0.08294841259042274
6,75150000000.0,0.08283174199943266
7,75175000000.0,0.08272195670825289
8,75200000000.0,0.08261898353087327
9,75225000000.0,0.08252274299071383
10,75250000000.0,0.08243314944515356
11,75275000000.0,0.08235011121970737
12,75300000000.0,0.08227353075438604
13,75325000000.0,0.08220330475934712
14,75350000000.0,0.08213932437215865
15,75375000000.0,0.08208147533154397
16,75400000000.0,0.08202963815411901
17,75425000000.0,0.08198368831995984
18,75450000000.0,0.08194349646493304
19,75475000000.0,0.08190892857931176
20,75500000000.0,0.08187984621712463
21,75525000000.0,0.08185610670406662
22,75550000000.0,0.08183756335775882
23,75575000000.0,0.08182406570947776
24,75600000000.0,0.08181545973425663
25,75625000000.0,0.08181158808294664
26,75650000000.0,0.08181229031722981
27,75675000000.0,0.08181740315405328
28,75700000000.0,0.08182676070499584
29,75725000000.0,0.08184019472853832
30,75750000000.0,0.08185753487558656
31,75775000000.0,0.08187860894208931
32,75800000000.0,0.08190324312229058
33,75825000000.0,0.0819312622642423
34,75850000000.0,0.08196249012431522
35,75875000000.0,0.08199674962195802
36,75900000000.0,0.0820338630963442
37,75925000000.0,0.08207365256060073
38,75950000000.0,0.08211593995764765
39,75975000000.0,0.08216054740916134
40,76000000000.0,0.08220729747181665
41,76025000000.0,0.082256013382205
42,76050000000.0,0.08230651930594335
43,76075000000.0,0.08235864057773701
44,76100000000.0,0.08241220394482118
45,76125000000.0,0.08246703780257336
46,76150000000.0,0.08252297242581741
47,76175000000.0,0.08257984019795783
48,76200000000.0,0.08263747583323444
49,76225000000.0,0.08269571659474595
50,76250000000.0,0.0827544025091882
51,76275000000.0,0.08281337656927512
52,76300000000.0,0.08287248494058108
53,76325000000.0,0.08293157715034716
54,76350000000.0,0.08299050627908233
55,76375000000.0,0.08304912913756013
56,76400000000.0,0.0831073064462482
57,76425000000.0,0.08316490299610502
58,76450000000.0,0.08322178780783451
59,76475000000.0,0.08327783428712099
60,76500000000.0,0.08333292036023199
61,76525000000.0,0.08338692861443042
62,76550000000.0,0.08343974641935792
63,76575000000.0,0.08349126604520163
64,76600000000.0,0.08354138477236805
65,76625000000.0,0.08359000498638758
66,76650000000.0,0.08363703427321645
67,76675000000.0,0.08368238549429452
68,76700000000.0,0.08372597686068772
69,76725000000.0,0.08376773199297216
70,76750000000.0,0.08380757997507415
71,76775000000.0,0.08384545539218857
72,76800000000.0,0.08388129836705938
73,76825000000.0,0.08391505457928017
74,76850000000.0,0.08394667527841904
75,76875000000.0,0.08397975669905788
76,76900000000.0,0.08401118576224387
77,76925000000.0,0.08404039739302238
78,76950000000.0,0.08406735934679577
79,76975000000.0,0.08409204480040522
80,77000000000.0,0.08411443232100746
81,77025000000.0,0.08413450582988724
82,77050000000.0,0.0841522545503035
83,77075000000.0,0.0841676729511367
84,77100000000.0,0.08418076067678748
85,77125000000.0,0.08419152246677242
86,77150000000.0,0.08419996806907326
87,77175000000.0,0.08420611213942242
88,77200000000.0,0.08420997413277376
89,77225000000.0,0.08421157818987424
90,77250000000.0,0.08421095300267467
91,77275000000.0,0.0842081316843275
92,77300000000.0,0.08420315162127467
93,77325000000.0,0.08419605432125432
94,77350000000.0,0.08418688524950646
95,77375000000.0,0.08417569366113731
96,77400000000.0,0.08416253242243488
97,77425000000.0,0.08414745782929844
98,77450000000.0,0.08413052941372712
99,77475000000.0,0.08411180974649346
100,77500000000.0,0.08409136423640962
101,77525000000.0,0.08406926092293499
102,77550000000.0,0.08404557025907855
103,77575000000.0,0.08402036489893172
104,77600000000.0,0.08399371947626988
105,77625000000.0,0.083965710379724
106,77650000000.0,0.08393641552934628
107,77675000000.0,0.08390591414682591
108,77700000000.0,0.08387428652818651
109,77725000000.0,0.08384161381531485
110,77750000000.0,0.08380797776619686
111,77775000000.0,0.08377346052704304
112,77800000000.0,0.08373814440691163
113,77825000000.0,0.08370211165025454
114,77850000000.0,0.08366544421985744
115,77875000000.0,0.08362822357321043
116,77900000000.0,0.08359053045233344
117,77925000000.0,0.08355244467178857
118,77950000000.0,0.08351404491426351
119,77975000000.0,0.08347540853232083
120,78000000000.0,0.08343661135381897
121,78025000000.0,0.08339772749668928
122,78050000000.0,0.08335882919043369
123,78075000000.0,0.08331998660497275
124,78100000000.0,0.0832812676857857
125,78125000000.0,0.08324273799982662
126,78150000000.0,0.08320446058971909
127,78175000000.0,0.08316649583697311
128,78200000000.0,0.08312890133347262
129,78225000000.0,0.08309173176245266
130,78250000000.0,0.08305503879371079
131,78275000000.0,0.08301887098230654
132,78300000000.0,0.08298327368076253
133,78325000000.0,0.08294828896372408
134,78350000000.0,0.08291395555685632
