,freqs,Vertikal,Horizontal,Ref
53,0.27003074897164286,-35.783169240800575,-49.01429414776325,-35.70321254434329
54,0.27503131839704364,-35.533442678932644,-48.87332574308321,-35.42392049863156
55,0.2800318878224444,-34.639969194136604,-47.79978183783727,-34.58876267776439
56,0.2850324572478452,-34.91622750792865,-48.777868526818935,-34.83081486528129
57,0.29003302667324604,-35.285388490064285,-48.43496043110306,-35.25248468469745
58,0.2950335960986468,-35.64511533738993,-48.26419125751364,-35.62865310025102
59,0.3000341655240476,-35.45059792346465,-48.25603265659866,-35.432685420602255
60,0.3050347349494484,-34.98734826468086,-47.775438281839484,-34.97270275305462
61,0.3100353043748492,-36.54856434343327,-49.4261904489284,-36.54002539752174
62,0.31503587380025,-36.95400080513018,-49.439313054532896,-36.96841576369377
63,0.3200364432256508,-36.360949056335684,-49.07437212609481,-36.345873271582015
64,0.32503701265105156,-36.58133419483926,-49.588084429069966,-36.52938772893108
65,0.33003758207645234,-37.18394106518515,-49.446424916850795,-37.07335741978706
66,0.3350381515018532,-37.77232117925826,-50.35736342823321,-37.66907127274402
67,0.34003872092725396,-37.841993763365714,-50.456447534841764,-37.74393031584154
68,0.34503929035265474,-38.52758497420398,-50.682181522891334,-38.389544128115446
69,0.3500398597780555,-38.837787726293016,-50.98098124643148,-38.64382870419269
70,0.35504042920345635,-38.19646185524472,-50.676241321888476,-38.158937468597294
71,0.36004099862885713,-38.67620423365125,-51.815273206801365,-38.6709199448964
72,0.3650415680542579,-38.65981564265931,-51.23385178041551,-38.63774380787778
73,0.3700421374796587,-41.319356356002324,-54.43380606054258,-41.307772581465485
74,0.37504270690505953,-38.57497306298094,-51.47505335623441,-38.61663142913828
75,0.3800432763304603,-40.88535931064452,-53.72074383300253,-41.038201788972884
76,0.3850438457558611,-40.62203751323442,-52.59024652446236,-40.716267973365404
77,0.39004441518126187,-40.56834224542719,-52.40918908896025,-40.741462274132736
78,0.3950449846066627,-41.14704487586081,-53.73564835667061,-41.305989902138045
79,0.4000455540320635,-40.79655339977411,-52.104682602707044,-40.83077731384087
80,0.40504612345746427,-42.286372864948724,-53.36850062243262,-42.24866816816522
81,0.41004669288286505,-41.766525153874554,-54.31885239037062,-41.66749380806883
82,0.41504726230826583,-43.14786282087571,-53.72749756920597,-42.81496844500974
83,0.42004783173366667,-43.06634329122389,-53.09925996091117,-42.73874278797888
84,0.42504840115906745,-42.51528107698558,-52.86586020998176,-42.16129595892127
85,0.4300489705844682,-41.911250836168975,-53.12230391804932,-41.66744445457216
86,0.435049540009869,-42.86188261900682,-54.530981857435776,-42.706424394733986
87,0.44005010943526984,-42.76498395624894,-52.952521859795624,-42.620804351665356
88,0.4450506788606706,-42.493043596749885,-53.359483193840916,-42.42546069708071
89,0.4500512482860714,-42.52822564901269,-54.80891434611226,-42.49412057839015
90,0.4550518177114722,-42.74354119385155,-54.54271091331926,-42.675294689256226
91,0.460052387136873,-44.13008309748122,-55.43907210815721,-44.059734284316676
92,0.4650529565622738,-44.0720435289434,-54.56780635477219,-44.0956640101066
93,0.4700535259876746,-45.67947427739221,-56.81781297265165,-45.64481719574779
94,0.47505409541307536,-44.64064515394768,-55.72896814641504,-44.73064485956657
95,0.48005466483847614,-46.04884197724675,-56.28924496323938,-45.94032346388747
96,0.485055234263877,-45.633696800855,-55.25279214489933,-45.478297233661394
97,0.49005580368927776,-48.10894277013589,-60.07262252551679,-47.40893745339642
98,0.49505637311467854,-47.000012190476426,-53.70904415046948,-46.49493620527291
99,0.5000569425400794,-46.33172650022207,-56.668312285466165,-45.76765010509835
100,0.5050575119654801,-46.7152931460274,-57.216312358767695,-46.4451997052705
101,0.5100580813908809,-46.95350706126646,-56.574751831584194,-46.69905452165875
102,0.5150586508162818,-46.79336507283282,-56.63826376302352,-46.55947027253659
103,0.5200592202416825,-47.317346068264136,-59.96725416700973,-47.50007141783102
104,0.5250597896670833,-45.77339257324226,-56.62757258257855,-46.012603360451465
105,0.5300603590924841,-46.760936634916476,-59.13079812083048,-47.15852995552184
106,0.5350609285178849,-46.46328545086198,-57.89965623652924,-46.80292631199329
107,0.5400614979432857,-48.38996057931867,-58.10332348218444,-48.96316128501579
108,0.5450620673686865,-48.742276059657385,-65.2237596068439,-48.986456353331604
109,0.5500626367940873,-50.95069089581021,-56.99575666732641,-50.87842620747498
110,0.5550632062194881,-57.67577599103959,-58.10140913402162,-67.82334439434293
111,0.5600637756448889,-51.47739271409165,-61.747122353333666,-52.09509155010345
112,0.5650643450702897,-51.92075113543184,-58.72713104667878,-50.36410839361718
113,0.5700649144956904,-55.39532390017609,-56.96264707486988,-52.99142503244709
114,0.5750654839210912,-53.3059989813371,-59.05438142855534,-52.88092976578418
115,0.5800660533464921,-54.70521236763888,-60.85033665716907,-51.508672026564504
116,0.5850666227718928,-50.55663231862772,-60.42861778204224,-50.270298768579366
117,0.5900671921972936,-51.179152256339506,-59.69375362212453,-51.24500964231713
118,0.5950677616226944,-50.6528343440595,-60.79816859702861,-50.016213644770026
119,0.6000683310480952,-49.26192634083732,-59.69686746926858,-49.68211613428946
120,0.605068900473496,-49.51597761330468,-60.51660408302291,-49.7052641143496
121,0.6100694698988968,-49.42449947098427,-59.613110128942424,-49.44193371602662
122,0.6150700393242976,-49.4685880319678,-58.80857206212543,-49.77448988396759
123,0.6200706087496984,-49.667162100779464,-57.95645069974566,-49.560247349422106
124,0.6250711781750992,-50.55777218859503,-60.73970605447045,-50.32056475188214
125,0.6300717476005,-51.15076883354499,-61.22896110153892,-50.80878252172091
126,0.6350723170259007,-51.20629488054841,-59.47849929159978,-50.88262134123249
127,0.6400728864513016,-54.41984962816829,-57.90855695583397,-52.78191508641622
128,0.6450734558767024,-56.224056905283184,-60.96565106423491,-54.73201900824955
129,0.6500740253021031,-54.71914420783843,-62.33093076770337,-51.03673806208997
130,0.655074594727504,-54.20159679350231,-61.858270772401774,-52.460846092591666
131,0.6600751641529047,-53.271509945310164,-59.1903557126204,-51.685764443340005
132,0.6650757335783055,-52.52034134844453,-57.851162619409,-51.708413123802075
133,0.6700763030037064,-51.619869479631284,-58.95637863938161,-51.1885718727006
134,0.6750768724291071,-50.15226631203747,-55.56220235182613,-50.120841795931106
135,0.6800774418545079,-50.863470750815964,-61.288028370820136,-51.26223313299576
136,0.6850780112799087,-49.85475708208705,-57.330085747926404,-50.4277396351095
137,0.6900785807053095,-51.07941437519386,-62.34340476003493,-52.26773188200667
138,0.6950791501307103,-51.986434615110646,-64.22969145316048,-52.149978148654256
139,0.700079719556111,-52.25476388706856,-60.68840875182373,-52.8717205320914
140,0.7050802889815119,-52.57699495917278,-59.03054543829393,-52.33498156379041
141,0.7100808584069127,-55.79677504719818,-59.720778846133655,-56.03657179149287
142,0.7150814278323134,-55.91388873191083,-64.49707717558825,-58.62404856726394
143,0.7200819972577143,-56.5256098595397,-69.3327416702079,-54.979550777750845
144,0.725082566683115,-57.508349104678516,-74.90448817544629,-57.84736744196906
145,0.7300831361085158,-56.21229918513709,-57.75550525796507,-55.59374951076067
146,0.7350837055339167,-53.902820955621706,-57.600418619027735,-54.05486687777784
147,0.7400842749593174,-55.2194811413474,-70.19262828707964,-55.78256946431898
148,0.7450848443847182,-52.87831634011503,-60.52047090769254,-53.08497788171237
149,0.7500854138101191,-54.313576679061896,-58.21158969162009,-54.357011762796645
150,0.7550859832355198,-54.483397527788746,-63.15082496166531,-54.563565692349
151,0.7600865526609206,-52.70744595894981,-58.61276751463987,-53.431929982678085
152,0.7650871220863213,-52.82172386646992,-62.54818035869111,-53.17813961149355
153,0.7700876915117222,-51.453640696546536,-56.69673545131442,-52.91168510014474
154,0.775088260937123,-52.588262230905265,-59.14611282056427,-52.65315966840522
155,0.7800888303625237,-53.31238254824353,-63.57466894587685,-53.369755185656906
156,0.7850893997879246,-54.409052451461186,-66.78415739747598,-56.68820058032086
157,0.7900899692133254,-54.46764508797263,-60.65116476596049,-55.206813146521995
158,0.7950905386387261,-56.57845735753049,-59.50770838792822,-56.24385963594662
159,0.800091108064127,-59.43284864887893,-58.090650922939105,-59.55606992741213
160,0.8050916774895277,-59.00310142793024,-61.63021526972487,-57.93252649391553
161,0.8100922469149285,-59.67239210763631,-60.73854284844686,-56.742709403780474
162,0.8150928163403294,-55.42836443755817,-58.604195186825045,-54.78563305792533
163,0.8200933857657301,-54.1458942259802,-69.76048898768487,-55.119117377729424
164,0.8250939551911309,-52.5290514136822,-62.90203759529895,-54.31316411246623
165,0.8300945246165317,-54.34869265413561,-58.69722707399468,-55.04795941345189
166,0.8350950940419325,-52.27720814954718,-60.3786983208786,-53.41156631540117
167,0.8400956634673333,-53.42887454321538,-58.78897927554809,-54.5815244312488
168,0.8450962328927341,-53.213980860051,-58.228448352232896,-53.81864126450608
169,0.8500968023181349,-53.088019658301135,-65.26760259404752,-53.51409006708881
170,0.8550973717435357,-54.29097460381756,-60.6104632827371,-53.7108646771902
171,0.8600979411689365,-55.099674188510626,-58.8960418146182,-59.06151897576692
172,0.8650985105943373,-55.18788323640575,-64.24630906511484,-56.76316785776204
173,0.870099080019738,-55.176803928795046,-60.34557201672313,-60.80946408925632
174,0.8750996494451388,-58.92947224572565,-61.274999543538364,-67.43688179901793
175,0.8801002188705397,-58.15942109643777,-65.7210788886094,-60.90276411506578
176,0.8851007882959404,-57.17912189929841,-63.277066852161184,-59.52504304481225
177,0.8901013577213412,-55.42853582988572,-66.25583156423232,-57.30526047351738
178,0.895101927146742,-55.660565156562825,-64.84501356961827,-55.402855606008345
179,0.9001024965721428,-58.73399882886122,-59.75279725016576,-55.87306769515492
180,0.9051030659975436,-54.10889477945322,-69.42519057652488,-55.28937935742305
181,0.9101036354229444,-54.03715530935849,-64.82764237895947,-54.94839559472621
182,0.9151042048483452,-54.11356162828539,-59.20394150958958,-55.95799585196061
183,0.920104774273746,-54.5240213500506,-60.18323556700005,-54.26416023567168
184,0.9251053436991468,-53.8248538977748,-60.2569360617278,-53.809521181319624
185,0.9301059131245476,-54.2206476383198,-62.12515091849731,-56.010590278457485
186,0.9351064825499483,-55.81985791004143,-59.77977371196606,-60.7382181027922
187,0.9401070519753492,-55.28225384449475,-62.90957344913477,-55.29455286476499
188,0.94510762140075,-55.359261955465016,-60.19197587809423,-64.41732044632832
189,0.9501081908261507,-55.968814521611286,-68.19531485347271,-57.6180012558381
190,0.9551087602515516,-59.01693692249591,-62.551166558871444,-63.99914497329287
191,0.9601093296769523,-56.387189135052026,-61.32254501196514,-60.2094558257857
192,0.9651098991023531,-56.99341308844292,-63.323189010288665,-60.588514169215
193,0.970110468527754,-54.74852290630457,-60.90414733628081,-55.82089052785199
194,0.9751110379531547,-55.609271333976665,-63.79165010919771,-55.70717004138839
195,0.9801116073785555,-55.777101537470145,-64.43276146695963,-56.82827915785441
196,0.9851121768039564,-54.74655576278279,-62.348134865066655,-55.27530626926223
197,0.9901127462293571,-54.961201535157144,-61.25046595299743,-54.78814212725603
198,0.9951133156547579,-54.599709807835175,-62.24643248719006,-57.2901365761734
199,1.0001138850801587,-53.05305971792513,-59.36156148544204,-55.41284979800181
200,1.0051144545055595,-55.377607474577005,-61.08518875458951,-56.685081556642835
201,1.0101150239309602,-54.05302058240322,-63.54113906476652,-55.84972887968064
202,1.0151155933563611,-54.84971487878178,-59.66684509688557,-59.0997013803602
203,1.0201161627817619,-58.47595756020126,-65.14574457131906,-63.35972669895238
204,1.0251167322071626,-58.63219814149809,-64.06683948456602,-59.3715009788659
205,1.0301173016325635,-58.46737915625168,-61.492506282977104,-63.90320968006479
206,1.0351178710579643,-59.453560019953585,-59.63418704923278,-60.622505227073205
207,1.040118440483365,-56.39013530550494,-68.29480109781596,-57.615751849316695
208,1.0451190099087657,-55.84490962058139,-59.400445854478036,-56.53524713388368
209,1.0501195793341667,-56.126480976891315,-59.83771437745817,-55.66058346285495
210,1.0551201487595674,-55.68200473474519,-69.50637955091048,-56.19060121781257
211,1.0601207181849681,-56.105311144911035,-65.27001742775144,-55.32427787627264
212,1.065121287610369,-54.427988795085724,-58.9700449726961,-55.46974593023933
213,1.0701218570357698,-54.443823802604086,-59.83956117193155,-56.024717779878436
214,1.0751224264611705,-55.65216592247375,-64.80653756290181,-56.280543153837144
215,1.0801229958865715,-55.80246016985221,-60.3066624433285,-58.57030535761518
216,1.0851235653119722,-57.23412890840129,-62.7028065349282,-62.65919699983393
217,1.090124134737373,-55.838612391891544,-64.89744811287225,-60.86899943624804
218,1.0951247041627739,-55.78575222188043,-66.22032336927091,-57.87120117913158
219,1.1001252735881746,-54.39641986807178,-58.37503043461126,-61.62938796008544
220,1.1051258430135753,-55.07986214488592,-57.378038937128785,-59.29313888294068
221,1.1101264124389763,-55.05939555646847,-65.18508714229964,-56.3409022077122
222,1.115126981864377,-56.92491413601953,-61.14909484592619,-57.70140489017503
223,1.1201275512897777,-57.781645934733135,-61.11851368310521,-62.56891960382329
224,1.1251281207151784,-60.94956242461719,-59.96881940160554,-59.2312571577086
225,1.1301286901405794,-55.74903939971087,-58.43935101250039,-56.04948622526487
226,1.13512925956598,-56.86164825176681,-65.25132560452838,-57.83799112886871
227,1.1401298289913808,-56.35588199215895,-59.536875907217556,-56.519989315501746
228,1.1451303984167818,-55.53132307119305,-65.3006524622141,-57.59397521778483
229,1.1501309678421825,-55.500978482270625,-61.21682277855419,-58.9039501722077
230,1.1551315372675832,-57.17090558880947,-63.26513184883909,-64.64620724767394
231,1.1601321066929842,-56.47204787998899,-62.42632264147784,-60.3860658442746
232,1.165132676118385,-58.66629850525765,-62.05315183271162,-61.18609593968302
233,1.1701332455437856,-57.01188943609023,-62.0058871400336,-59.502475883889694
234,1.1751338149691866,-55.702540831422446,-64.76708227761767,-57.73427983929943
235,1.1801343843945873,-55.5992804593851,-60.81946695584879,-60.41984567961652
236,1.185134953819988,-55.402897406047146,-65.4371729065328,-57.22204370806895
237,1.1901355232453887,-55.98027231721939,-61.83102118229578,-60.29146297910636
238,1.1951360926707897,-57.19059582571255,-60.65735245334097,-60.747314070649466
239,1.2001366620961904,-58.68260555897683,-63.199580450661514,-58.25573913708564
240,1.2051372315215911,-54.972025100842394,-59.36463875141011,-57.066102711078614
241,1.210137800946992,-57.411876035580896,-69.02224427134253,-58.082547283916966
242,1.2151383703723928,-59.246480410327806,-65.91896925596001,-60.44651531386886
243,1.2201389397977935,-56.09284056668635,-58.91432454434656,-57.8227546496819
244,1.2251395092231945,-57.2591130873337,-62.15667249556095,-58.15054846537711
245,1.2301400786485952,-56.79239729853367,-61.1047036149989,-62.45238009385277
246,1.235140648073996,-55.16950417612634,-63.86451232248745,-57.25275094901061
247,1.2401412174993969,-55.745193572926766,-63.52686385591313,-58.62502156838324
248,1.2451417869247976,-56.21467373122836,-60.46394221250452,-58.60491391460299
249,1.2501423563501983,-57.17094158187911,-64.5811663762673,-58.328920129646306
250,1.255142925775599,-55.7213750360219,-61.463129553190406,-60.1693533936794
251,1.260143495201,-56.09679468895132,-61.292349937317844,-58.965153619190005
252,1.2651440646264007,-57.56620517895656,-62.368965634544075,-63.26918505298775
253,1.2701446340518014,-59.6142439822128,-62.8000242752909,-63.2289911098234
254,1.2751452034772024,-57.586888869919825,-59.54970918457553,-58.602530835491315
255,1.2801457729026031,-58.69128877661501,-59.814208066122745,-58.6298159538745
256,1.2851463423280038,-57.71773013295952,-57.77569687073132,-58.64454840935382
257,1.2901469117534048,-61.25962280933531,-65.58431793282406,-59.72063911842003
258,1.2951474811788055,-56.71434993397513,-59.46978452352377,-58.79587945208896
259,1.3001480506042062,-56.56681825483271,-59.273101611539175,-57.27627030057106
260,1.3051486200296072,-55.236801343787675,-60.23144924749205,-57.69773028913063
261,1.310149189455008,-54.56377843371644,-65.63073381774765,-59.017945203458986
262,1.3151497588804086,-56.652078128387025,-62.69885427817297,-59.64104492392407
263,1.3201503283058094,-57.47963410967928,-60.712143890339746,-62.77104337481176
264,1.3251508977312103,-54.66751703565904,-61.82104088960206,-61.10046017470053
265,1.330151467156611,-57.78930879330936,-66.25304202443884,-57.89922402668648
266,1.3351520365820118,-62.82360319539522,-60.729666071363724,-56.8488527601354
267,1.3401526060074127,-59.639563036362375,-62.47929892879793,-56.87162390260138
268,1.3451531754328134,-58.00145293138329,-68.28678901458123,-55.687878554682314
269,1.3501537448582142,-56.650652040552615,-62.19435857729291,-57.217295224299214
270,1.355154314283615,-59.50013090231445,-62.47071364472565,-58.97410033011221
271,1.3601548837090158,-57.898773847767906,-59.78029245114986,-58.46388562097238
272,1.3651554531344166,-58.09508910331409,-60.441520287053066,-59.8741491601491
273,1.3701560225598175,-59.3043169282451,-62.65357030417576,-61.57297082760587
274,1.3751565919852182,-56.47370963976509,-61.584966637563056,-59.1760467575061
275,1.380157161410619,-55.71912049532824,-61.62305524584567,-61.28751279850717
276,1.3851577308360197,-57.446573874800066,-63.01929321047617,-58.67632808129591
277,1.3901583002614206,-58.16170099787641,-70.59002412614636,-60.787184579537275
278,1.3951588696868213,-55.91324061211616,-64.2909365654165,-62.077355645686076
279,1.400159439112222,-56.577542766034256,-64.5219675239903,-57.93321670732463
280,1.405160008537623,-58.73781482027522,-61.77758341358189,-58.784503753820715
281,1.4101605779630237,-58.440855868940986,-60.391943931785015,-59.17378864944975
282,1.4151611473884245,-59.05628714838513,-62.63788277535619,-59.77387445860376
283,1.4201617168138254,-57.256834484584175,-63.20965486071614,-58.302276169634844
284,1.4251622862392261,-57.61562433358834,-60.21315121534044,-56.32962822607681
285,1.4301628556646269,-56.6855530419202,-62.12145756093637,-60.88727085621832
286,1.4351634250900278,-56.02872428928621,-61.56624074694201,-57.994576408383416
287,1.4401639945154285,-57.918604718969746,-62.37564623058434,-58.22457017531697
288,1.4451645639408293,-56.825116691162165,-61.0305402303559,-57.428131456064165
289,1.45016513336623,-57.84972575333016,-60.43058357362034,-58.70458236993141
290,1.455165702791631,-56.66708899683621,-59.267111328231294,-59.17031756401488
291,1.4601662722170317,-56.549830526297306,-65.96832441257791,-62.60865688153358
292,1.4651668416424324,-59.79317924187515,-59.09318381535474,-63.20709896714789
293,1.4701674110678333,-60.688335286752626,-64.80582688331155,-62.26268112425397
294,1.475167980493234,-61.116884192623296,-68.26570648829517,-60.23777150106195
295,1.4801685499186348,-59.37246655240348,-64.57842423631598,-64.1834027461615
296,1.4851691193440357,-56.614168671080094,-63.72082471814983,-56.942350324937586
297,1.4901696887694365,-55.857018879223794,-64.30148598342933,-57.07491421086884
298,1.4951702581948372,-57.64963188039569,-62.12308812255841,-59.18163972171408
299,1.5001708276202381,-57.13943075174819,-60.761260197609566,-56.77778775093888
300,1.5051713970456388,-59.28457911170795,-63.87093742865418,-59.34146903982705
301,1.5101719664710396,-56.93861769878717,-64.56747779510795,-58.08369409613192
302,1.5151725358964405,-59.460043097884814,-61.47582372656636,-58.67289647378891
303,1.5201731053218412,-55.306072461023476,-58.940862875297256,-62.93842934153693
304,1.525173674747242,-58.015854895316764,-63.9906646338002,-58.47622197947771
305,1.5301742441726427,-59.833324305357706,-62.30132271792642,-60.87303327906259
306,1.5351748135980436,-58.64772238445862,-62.507105222969486,-59.34715347687775
307,1.5401753830234444,-56.46918708973837,-64.62254088042795,-58.02959568841456
308,1.545175952448845,-59.08040686602086,-67.5428107465835,-59.67526370247077
309,1.550176521874246,-58.05560249177339,-60.225280305019695,-67.26813982409682
310,1.5551770912996468,-56.87049865048082,-63.276718995628045,-58.30546224514923
311,1.5601776607250475,-56.45090785701716,-70.27026914651776,-58.660256537449754
312,1.5651782301504484,-59.67452424261043,-65.69884935695903,-64.45590188165649
313,1.5701787995758492,-58.96954575375614,-64.06051705379595,-60.01959995038988
314,1.5751793690012499,-56.808818041185035,-59.49281794017121,-60.63404775599079
315,1.5801799384266508,-58.651582843428045,-68.65356553698373,-58.94978242302365
316,1.5851805078520516,-57.74250424016219,-68.40631464154006,-62.256488607850535
317,1.5901810772774523,-56.00675712777666,-63.160708206025944,-58.91910021280704
318,1.595181646702853,-58.04875989750926,-64.27137005010155,-59.890976373597475
319,1.600182216128254,-56.72822572192036,-60.43847033894406,-57.93687298131538
320,1.6051827855536547,-57.87314462063671,-64.72601609417478,-60.92221943046254
321,1.6101833549790554,-57.40866845053209,-63.02252803969772,-58.584620660316446
322,1.6151839244044564,-58.203452758224515,-63.24109808612959,-60.989386350167145
323,1.620184493829857,-58.79863775212038,-64.99885576333713,-62.20844648705173
324,1.6251850632552578,-58.01670248483582,-62.339559001112335,-58.5778719400487
325,1.6301856326806587,-58.06679037448595,-61.16793307923096,-58.52751051787642
326,1.6351862021060595,-57.64281115962878,-63.621438473488624,-59.655998227887
327,1.6401867715314602,-58.1359015697913,-62.04468550653638,-59.76651581645175
328,1.6451873409568611,-59.244625630809225,-60.72554486389598,-60.04419359037345
329,1.6501879103822619,-58.60123020606583,-68.44677559296728,-58.46222888747751
330,1.6551884798076626,-58.818009442985826,-63.63931597208225,-60.32985049429832
331,1.6601890492330633,-57.41632629303402,-68.70384911230923,-59.78967316880261
332,1.6651896186584643,-58.44838814426132,-65.33210072039768,-58.89310801636341
333,1.670190188083865,-58.106341259158,-66.24610211375963,-58.397583215489284
334,1.6751907575092657,-58.414791090411754,-63.56808081858114,-58.97928751495854
335,1.6801913269346667,-59.661515365939024,-66.90203802590369,-59.29789343335081
336,1.6851918963600674,-57.30262925413292,-62.59378991830645,-58.13592031718216
337,1.6901924657854681,-61.760900213060836,-61.03166617376195,-59.46917856504227
338,1.695193035210869,-58.78135711141823,-60.70681199006873,-59.96089228802156
339,1.7001936046362698,-57.29899960688123,-62.883354026853766,-61.75664754547061
340,1.7051941740616705,-58.74262899237059,-63.832252929731425,-62.06967528019727
341,1.7101947434870715,-59.107821133028686,-65.37149379912921,-59.11850673556674
342,1.7151953129124722,-57.98193120149341,-63.589576625878905,-62.80423533876494
343,1.720195882337873,-60.18433241207185,-61.01756071386834,-59.00347985070704
344,1.7251964517632736,-59.33643285892971,-64.05368165381287,-59.79673777764441
345,1.7301970211886746,-59.78555017225362,-60.41919894504951,-69.42698878129366
346,1.7351975906140753,-59.02112873084444,-66.98947556569712,-57.81267217505597
347,1.740198160039476,-57.80314983589001,-61.76245355193977,-57.79765331537284
348,1.745198729464877,-56.888183794300204,-66.697970935405,-61.022268603653835
349,1.7501992988902777,-58.08951300622435,-59.02032122980352,-62.269615803449334
350,1.7551998683156784,-59.82685732150933,-61.2752516858085,-61.0937263592661
351,1.7602004377410794,-58.414369479470935,-69.5389914519316,-62.73341665935934
352,1.76520100716648,-58.706438395099774,-65.25175226841411,-58.92938123440278
353,1.7702015765918808,-57.17646892945528,-61.82265228505773,-59.851986111254945
354,1.7752021460172818,-58.91599298723652,-64.81987990324811,-59.21370719381649
355,1.7802027154426825,-61.3926444066471,-67.72149874800618,-61.400391977910154
356,1.7852032848680832,-58.062780044625065,-60.71022312270828,-62.28779250066489
357,1.790203854293484,-59.76724324327676,-61.114186573959095,-62.62027444119476
358,1.795204423718885,-60.973144471458944,-68.08584430192829,-58.77740407677214
359,1.8002049931442856,-58.106830332115024,-66.59554172790635,-57.55662426280771
360,1.8052055625696863,-58.71780049023034,-62.413749117213406,-59.469013941879744
361,1.8102061319950873,-57.101568375187924,-62.86267265864236,-58.16836416269232
362,1.815206701420488,-60.96231531929982,-64.41807050760958,-61.90176150019525
363,1.8202072708458887,-56.89536689847232,-62.60134585612228,-62.22337200191746
364,1.8252078402712897,-57.801225747614794,-64.34376571100057,-61.702635818707556
365,1.8302084096966904,-56.850469451644116,-63.2434744931761,-61.54402885342914
366,1.8352089791220911,-59.501643018782474,-67.54300467831028,-58.86721891068987
367,1.840209548547492,-57.71849331805601,-60.607444744820604,-60.43470273224845
