freq            ,ref_ind         ,kappa           ,alpha           ,epsilon_r       ,epsilon_i       ,ref_ind_S       ,kappa_S         ,alpha_S         ,alpha_max       ,epsilonS_r      ,epsilonS_i      ,delta_N         ,delta_A         ,H_measure_r     ,H_measure_i     ,H_calc_r        ,H_calc_i        ,T_measure       ,T_calc          ,thickness       ,allThicknesses  ,QSnValue        ,QSkValue        ,Num_Thickness   ,N_std           ,delta_K         ,delta_Eps_1     ,delta_Eps_2     ,
+4.89552571e+010,-5.45138001e-001,+4.69714535e-001,+9.63212132e+000,+7.65436958e-002,-5.12118485e-001,-5.45138001e-001,+4.69714535e-001,+9.63878950e+000,+3.57634240e+001+1.57079633e+001i,+7.65436958e-002,-5.12118485e-001,+2.25140843e-003,+8.39622997e-002,+8.39387948e-001,-7.27089187e-001,+8.39387949e-001,-7.27089188e-001,+1.11050926e+000,+1.11050926e+000,+4.00000000e-003,+3.90000000e+003,+1.00000000e+000,+1.00000000e+000,+0.00000000e+000,+2.00000000e+000,+4.09162504e-003,+1.38913492e-003,-2.34596206e-003
+5.38507828e+010,-4.40570469e-001,+4.02498966e-001,+9.07915435e+000,+3.20969207e-002,-3.54658317e-001,-4.40570469e-001,+4.02498966e-001,+9.08543972e+000,+3.49533536e+001+1.57079633e+001i,+3.20969207e-002,-3.54658317e-001,+7.26404179e-002,+2.60191053e+000,+7.27468022e-001,-7.94089206e-001,+4.92519574e-001,-7.69158197e-001,+1.07693425e+000,+9.13334475e-001,                ,+3.91000000e+003,+9.97323116e-001,+9.96987970e-001,+0.00000000e+000,                ,+1.15268642e-001,+2.87845726e-002,-4.30925334e-002
+5.87463085e+010,+8.03119370e-001,+9.76389335e+000,+2.40265945e+002,-9.46886127e+001,+1.56831438e+001,+3.97715346e-001,+1.96249483e-001,+4.83257123e+000,+2.68340830e+001,+1.19663637e-001,+1.56102862e-001,+2.35978761e-001,+8.27905034e+000,+6.13761488e-001,-1.18089150e+000,-3.29961259e-022,+4.01551703e-022,+1.33086735e+000,+5.19728971e-022,                ,+3.92000000e+003,+9.94661684e-001,+9.93990330e-001,+0.00000000e+000,                ,+3.36210119e-001,+3.19666874e-001,+3.60053268e-001
+6.36418342e+010,+1.23600116e+000,-1.00000000e-002,-2.66582292e-001,+1.52759887e+000,-2.47200232e-002,+1.23600116e+000,-1.00000000e-002,-2.66766843e-001,+2.68847163e+001,+1.52759887e+000,-2.47200232e-002,+2.00615539e-002,+1.21081126e+000,+3.62444945e-001,-1.15514264e+000,+3.17430760e-001,-1.00530126e+000,+1.21066959e+000,+1.05422622e+000,                ,+3.93000000e+003,+9.09248845e-001,+8.87518419e-001,+0.00000000e+000,                ,+4.53883717e-002,+4.86844405e-002,+1.11798929e-001
+6.85373599e+010,+1.21304812e+000,-1.00000000e-002,-2.87088622e-001,+1.47138575e+000,-2.42609624e-002,+1.21304812e+000,-1.00000000e-002,-2.87287369e-001,+2.85613072e+001,+1.47138575e+000,-2.42609624e-002,+1.40596699e-002,+8.45805607e-001,+3.80597716e-001,-1.09390347e+000,+3.48522735e-001,-9.92973201e-001,+1.15822253e+000,+1.05236110e+000,                ,+3.94000000e+003,+9.08084371e-001,+8.86405482e-001,+0.00000000e+000,                ,+2.94410996e-002,+3.35212903e-002,+7.11457479e-002
+7.34328857e+010,+1.23472272e+000,-1.00000000e-002,-3.07594952e-001,+1.52444020e+000,-2.46944545e-002,+1.23472272e+000,-1.00000000e-002,-3.07807896e-001,+2.94828431e+001,+1.52444020e+000,-2.46944545e-002,+5.30641353e-003,+1.10480243e+000,+1.34749041e-001,-1.16177144e+000,+1.24585557e-001,-1.03346231e+000,+1.16955983e+000,+1.04094472e+000,                ,+3.95000000e+003,+9.06927089e-001,+8.85295394e-001,+0.00000000e+000,                ,+3.58925956e-002,+1.23860468e-002,+8.85286783e-002
+7.83284114e+010,+1.23508379e+000,-1.00000000e-002,-3.28101282e-001,+1.52533196e+000,-2.47016757e-002,+1.23508379e+000,-1.00000000e-002,-3.28328422e-001,+3.09727521e+001,+1.52533196e+000,-2.47016757e-002,+4.42558975e-004,+1.43123842e-001,+3.51516863e-002,-1.05752161e+000,+3.49061615e-002,-1.04357733e+000,+1.05810566e+000,+1.04416095e+000,                ,+3.96000000e+003,+9.84186719e-001,+9.82163792e-001,+0.00000000e+000,                ,+4.35916699e-003,+1.00601149e-003,+1.07590218e-002
+8.32239371e+010,+1.24408350e+000,+1.13834647e-003,+3.96836244e-002,+1.54774246e+000,+2.83239612e-003,+1.24408350e+000,+1.13834647e-003,+3.97110968e-002,+3.20903086e+001,+1.54774246e+000,+2.83239612e-003,+2.66130387e-004,+9.28466062e-003,-1.15971599e-001,-9.74459405e-001,-1.15971599e-001,-9.74459405e-001,+9.81336101e-001,+9.81336101e-001,                ,+3.97000000e+003,+9.81614606e-001,+9.79253127e-001,+0.00000000e+000,                ,+2.66151314e-004,+6.62782791e-004,+6.62834816e-004
+8.81194628e+010,+1.23932620e+000,+4.52980056e-003,+1.67201254e-001,+1.53590892e+000,+1.12278011e-002,+1.23932620e+000,+4.52980056e-003,+1.67317005e-001,+3.37735573e+001,+1.53590892e+000,+1.12278011e-002,+1.80323620e-004,+6.66105938e-003,-1.81738186e-001,-9.47798549e-001,-1.81738186e-001,-9.47798549e-001,+9.65065209e-001,+9.65065209e-001,                ,+3.98000000e+003,+9.79062660e-001,+9.76362793e-001,+0.00000000e+000,                ,+1.80335946e-004,+4.48593348e-004,+4.48623788e-004
+9.30149885e+010,+1.23358594e+000,+2.49528737e-003,+9.72214547e-002,+1.52172805e+000,+6.15630285e-003,+1.23358594e+000,+2.49528737e-003,+9.72887598e-002,+3.50893416e+001,+1.52172805e+000,+6.15630285e-003,+1.30886380e-004,+5.10343152e-003,-2.44576194e-001,-9.48430660e-001,-2.44576194e-001,-9.48430660e-001,+9.79458131e-001,+9.79458131e-001,                ,+3.99000000e+003,+9.76531600e-001,+9.73493730e-001,+0.00000000e+000,                ,+1.30894137e-004,+3.23572433e-004,+3.23591532e-004
